商品名稱,價格,可販售數量,最後更新日期,購買人數,最後銷售數量,最後銷售時間
萬隆達* 遊戲王 RC04-JP048 神聖魔皇后 塞勒涅 (25th金鑽) 搜:LVP3-JP036,1290111,1,2024-03-08 19:19:31,2,2,2024-01-07 18:51:23
萬隆達* 遊戲王 RC04-JP050 聖魔的乙女 阿爾提密斯 (25th金鑽) 搜:DBGI-JP008,890,2,2023-11-19 16:35:42,0,,
萬隆達* 遊戲王 RC04-JP052 增援 (25th金鑽) 搜:DBAD-JP039 SD42-JP034,799111,1,2023-10-26 15:49:56,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP046 代碼通訊者反相型態 (25th金鑽) 搜:VB21-JP001,349111,1,2024-01-12 15:06:17,0,,
萬隆達* 遊戲王 RC04-JP070 強制脫出裝置 (25th金鑽) 搜:DBTM-JP044 SR12-JP037,499,2,2023-07-19 18:11:39,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP051 心變 變心 (25th金鑽) 搜:BE01-JP141,990,2,2024-04-07 11:32:46,4,1,2024-02-21 13:53:39
萬隆達* 遊戲王 RC04-JP038 銀河眼FA光子龍 (25th金鑽) 搜:VB17-JP002,399,2,2024-04-23 12:17:05,5,1,2024-04-07 23:30:34
萬隆達* 遊戲王 RC04-JP037 鬼計惰天使 (25th金鑽) 搜:NECH-JP090,450,3,2024-04-07 11:50:07,0,,
萬隆達* 遊戲王 RC04-JP054 化石調查 (25th金鑽) 搜:21TP-JP411 18SP-JP409,249111,1,2024-04-13 18:46:35,6,1,2024-04-13 18:35:19
萬隆達* 遊戲王 RC04-JP040 No.100 源數龍 (25th金鑽) 搜:CPF1-JP021 NCF1-JP,299,2,2024-04-07 11:48:15,4,1,2024-03-30 17:55:17
萬隆達* 遊戲王 RC04-JP041 宵星的機神 丁吉爾蘇 (25th金鑽) 搜:DANE-JP038,699111,1,2023-08-08 10:40:27,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP035 鮮花女爵 (25th金鑽) 搜:DP25-JP023,1499,2,2024-04-07 15:21:08,2,1,2023-12-25 17:10:11
萬隆達* 遊戲王 RC04-JP039 真紅眼的鋼炎龍 (25th金鑽) 搜:CORE-JP054,399,3,2024-04-07 11:46:45,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP065 禁忌的一滴 (25th金鑽) 搜:ROTD-JP065,749,1,2024-04-22 12:12:57,2,1,2024-05-02 13:42:26
萬隆達* 遊戲王 RC04-JP032 虹光之宣告者 (25th金鑽) 搜:NECH-JP052 LVP3-JP022,449111,1,2023-08-29 11:00:09,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP057 強欲而貪欲之壺 (25th金鑽) 搜:SD38-JP029 SR12-JP030,899111,1,2023-08-11 11:56:52,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP058 墓穴的指名者 (25th金鑽) 搜: SR11-JP033 RC03-JP040,1590111,1,2023-11-12 11:20:29,3,1,2023-11-11 16:47:14
萬隆達* 遊戲王 RC04-JP045 雙穹的騎士 阿斯特拉姆 (25th金鑽) 搜:DANE-JP047,599,1,2024-04-07 11:44:32,3,1,2024-04-13 10:35:19
萬隆達* 遊戲王 RC04-JP031 上古妖精龍 (25th金鑽) 搜:ANPR-JP040 DE04-JP020,890,2,,2,1,2024-03-06 13:32:30
萬隆達* 遊戲王 RC04-JP047 撞針龍 擊鐵龍 (25th金鑽) 搜:VJMP-JP165 21PP-JP023,399,3,2024-04-07 11:41:52,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP066 混沌領域 (25th金鑽) 搜: WPP1-JP014,399111,1,2024-04-08 20:14:40,2,3,2024-04-08 15:06:45
萬隆達* 遊戲王 亞英 RC04-AE019 風靈媒師 薇因 (25th金鑽) 初期傷*微白邊 搜:VJMP-JP173,2490,1,2024-04-06 20:59:30,0,,
萬隆達* 遊戲王 RC04-JP059 圓融魔術 (25th金鑽) 搜:VB20-JP002,349111,1,2024-01-12 15:05:30,1,,近半年無銷售記錄
萬隆達*遊戲王 SR14-JP022 獸王阿爾法 (普卡) 搜:RC04-JP023 PHRA-JP023,5,3,2023-12-06 21:36:58,21,2,2024-04-29 19:03:48
萬隆達*遊戲王 RC04-JP034 槍管裝填野性龍 (斜鑽) *損卡/背刮,99,1,2024-04-07 19:58:58,0,,
萬隆達* 遊戲王 亞英 RC04-AE028 捕食植物 豹皮花龍 (斜鑽) 初期傷*微白邊 搜:VJMP-JP124,199,1,2024-04-06 20:41:47,0,,
萬隆達* 遊戲王 RC04-JP019 風靈媒師 薇因 (25th金鑽) 損卡 微白角,2290,1,2024-04-07 15:45:40,0,,
萬隆達* 遊戲王 亞英 RC04-AE074 神鷹的羽毛吹雪 (25th金鑽) 搜:19SP-JP510,459,1,2024-04-06 20:43:46,0,,
萬隆達* 遊戲王 亞英 RC04-AE059 圓融魔術 (25th金鑽) 搜:VB20-JP002,299,1,2024-01-21 10:58:08,0,,
萬隆達* 遊戲王 亞英 RC04-AE017 深淵的青眼龍 (25th金鑽) 搜: LGB1-JP005,349,1,2024-04-06 20:53:00,0,,
萬隆達*美英一刷 MP22-EN225 小小世界 微小世界 (半鑽) 初期傷*刮傷 搜:RC04-JP068,109,1,,1,2,2023-12-20 11:22:44
萬隆達* 遊戲王 亞英 RC04-AE066 混沌領域 (25th金鑽) 搜: WPP1-JP014,449,1,2024-04-07 11:31:40,0,,
萬隆達* 遊戲王 亞英 RC04-AE032 虹光之宣告者 (25th金鑽) 搜:NECH-JP052,399,1,2024-04-06 20:41:28,0,,
萬隆達* 遊戲王 亞英 RC04-AE025 電子天使-弁天- (斜鑽) 初期傷*微白邊 搜:DBGI-JP040,69,1,2024-04-06 20:40:48,0,,
萬隆達* 遊戲王 RC04-JP080 鐵獸的抗戰 (斜鑽) 損卡/微壓傷,59,1,,0,,
萬隆達* 遊戲王 亞英 RC04-AE061 冥王結界波 (25th金鑽) 搜:SD43-JP030,649,1,2024-04-07 10:36:10,0,,
萬隆達* 遊戲王 亞英 RC04-AE018 銀河眼的殘光龍 (25th金鑽) 搜:LGB1-JP029,349,1,2024-04-06 21:01:41,0,,
萬隆達* 遊戲王 亞英 RC04-AE026 M.HERO 闇爪 (斜鑽) 初期傷*微白邊 搜:SD27-JP044,299,1,,0,,
萬隆達* 遊戲王 亞英 RC04-AE037 鬼計惰天使 (斜鑽) 初期傷*微白邊 搜:NECH-JP090,199,1,,0,,
萬隆達* 遊戲王 亞英 RC04-AE065 禁忌的一滴 (25th金鑽) 搜:ROTD-JP065,990111,1,2024-05-01 09:39:23,2,1,2024-04-30 19:09:18
萬隆達* 遊戲王 亞英 RC04-AE072 冰結界 (25th金鑽) 搜:AC01-JP013,299,2,2024-01-21 11:00:01,0,,
萬隆達* 遊戲王 亞英 RC04-AE053 名推理 (25th金鑽) 搜:SR12-JP029,349,1,2024-04-06 20:37:11,0,,
萬隆達* 遊戲王 亞英 RC04-AE068 小小世界 微小世界 (25th金鑽) 搜:BODE-JP069,590,2,2024-04-16 17:44:10,0,,
萬隆達*遊戲王 RC04-JP028 捕食植物 豹皮花龍 (25th金鑽) 損/壓傷,399,1,2024-04-07 15:26:26,0,,
萬隆達* 遊戲王 亞英 RC04-AE071 召喚限制器 (25th金鑽) 搜:DS13-JPD38 LODT-JP07,499,1,2024-04-06 20:49:10,0,,
萬隆達*遊戲王RC04-JP061 冥王結界波 (浮雕/凸版) 損卡 折角,69,1,2024-04-07 10:25:26,2,1,2024-01-21 13:04:08
萬隆達* 遊戲王 亞英 RC04-AE032 虹光之宣告者 (斜鑽) 初期傷*微白邊 搜:NECH-JP052,199,1,,0,,
萬隆達* 遊戲王 RC04-JP002 孤燃花 (浮雕/凸版)/損/邊角損/白邊,19,1,,0,,
萬隆達* 遊戲王 亞英 RC04-AE049 解碼語者 火熱之魂 (斜鑽) 初期傷*微白邊 搜:LGB1-JP041,199,1,,0,,
萬隆達*美英 TAMA-EN044 強制脫出裝置 (銀字) 初期傷*微背刮 搜:RC04-JP070,5,11,,0,,
萬隆達* 現貨 遊戲王 亞英 RARITY COLLECTION RC04 補充包 全新未拆,1600,1,2024-04-07 10:22:53,12,3,2024-02-03 16:36:31
萬隆達* 遊戲王 亞英 RC04-AE014 未界域的鹿角兔 (25th金鑽) 搜: EP19-JP024,289,2,2024-04-07 15:57:16,0,,
萬隆達* 遊戲王 RC04-JP030 神・史萊姆 (25th金鑽) 搜:DP24-JP001,349,3,2024-04-07 15:28:13,6,1,2024-02-21 13:53:39
萬隆達* 遊戲王 RC04-JP017 深淵的青眼龍 (25th金鑽) 搜: LGB1-JP005,599111,1,2024-03-23 09:45:50,7,1,2024-03-22 20:52:55
萬隆達* 遊戲王 RC04-JP024 妖眼的相劍師 (25th金鑽) 搜:DAMA-JP009,699,3,2024-04-07 15:34:40,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP020 黃金卿 黃金國巫妖 (25th金鑽) 搜:DBSS-JP027,449111,1,2024-05-04 10:27:27,4,2,2024-05-03 07:28:06
萬隆達* 遊戲王 RC04-JP006 從魔界發往現世的死亡導遊 (25th金鑽)搜: PAC1-JP019 SR06-,390111,1,2023-12-04 11:07:25,3,1,2023-12-03 15:38:51
萬隆達* 遊戲王 RC04-JP025 電子天使-弁天- (25th金鑽)搜:DBGI-JP040 CPF1-JP012,399111,1,2024-01-12 15:06:38,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP019 風靈媒師 薇因 (25th金鑽) 初期傷*微白邊 搜:VJMP-JP173,3490,1,2024-04-07 15:47:37,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP007 聖遺物-命運之槍 (25th金鑽)搜DUEA-JP034 LVP3-JP064,689,1,2023-10-08 17:50:37,3,1,2024-04-19 17:25:13
萬隆達* 遊戲王 RC04-JP013 BF 毒風的西蒙 (25th金鑽) 搜: DP20-JP024 22TP-JP3,299,1,2024-04-07 15:43:59,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP014 未界域的鹿角兔 (25th金鑽) 搜: EP19-JP024,399,1,,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP011 巡查乘板手 (25th金鑽) 搜:EXFO-JP035,449111,1,2023-10-26 15:49:54,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP036 掃興書呆魔術師 (25th金鑽) 搜:LVAL-JP057 AT17-JP003,499,3,2024-04-07 15:25:04,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP022 阿不思的落胤 (25th金鑽) 搜:ROTD-JP011 SD43-JP004,649111,1,2023-08-06 12:15:47,8,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP034 槍管裝填野性龍 (25th金鑽) 搜:SAST-JP037 LGB1-JP046,699,1,2024-04-07 15:22:52,4,1,2024-04-07 16:05:12
萬隆達* 遊戲王 RC04-JP008 太陽神翼神龍之球體形 (25th金鑽) 搜:RC02-JP006 PGB1-JP,890333,1,2023-10-24 09:21:18,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP015 次元吸引者 (25th金鑽) 搜:SD44-JP012 EP19-JP066,799999,1,2024-03-08 16:15:39,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP026 M.HERO 闇爪 (25th金鑽) 搜:SD27-JP044,799111,1,2024-04-13 18:46:51,5,2,2024-04-13 11:54:55
萬隆達* 遊戲王 RC04-JP023 獸王阿爾法 (25th金鑽) 搜:PHRA-JP023,269,1,2024-04-07 15:35:43,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP012 屋敷童 (25th金鑽) 搜:SD44-JP015 PAC1-JP017,1000,3,2024-04-07 15:54:27,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP027 舊神 努茨 (25th金鑽) 搜:EP15-JP033 RC02-JP022,449,1,2024-04-07 15:29:32,5,1,2024-04-17 21:03:41
萬隆達* 遊戲王 RC04-JP016 原始生命態 尼比魯 隕石 (25th金鑽) 搜:EP19-JP067 SR12-,1890111,1,2023-06-07 11:40:04,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP002 孤燃花 (25th金鑽) 搜:DBSS-JP040 SD45-JP013,269,1,2024-04-07 16:25:50,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP021 教導的聖女 艾克莉西亞 (25th金鑽) 搜:ROTD-JP005,1999,1,2024-04-07 15:31:07,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP003 效果分隔士 (25th金鑽) 搜:20AP-JP077 DREV-JP002,1890111,1,2024-04-16 10:27:56,2,2,2024-04-15 14:27:41
萬隆達* 遊戲王 RC04-JP029 沼地泥龍王 (25th金鑽) 搜: 17PR-JP008 18PR-JP003,399111,1,2023-10-19 10:53:14,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP009 灰流麗 (25th金鑽) 搜:SD44-JP014 PAC1-JP016,6290,3,2024-04-11 19:33:58,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP004 V・HERO獨善人 (25th金鑽) 搜:CP19-JP010,799111,1,2023-06-23 15:42:28,2,,近半年無銷售記錄
萬隆達*遊戲王 RC04-JP010 妖精傳姬-竹取公主(25th金鑽) 搜:SD39-JP013 SR08-JP016,499,3,2024-04-07 16:06:42,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP018 銀河眼的殘光龍 (25th金鑽) 搜:LGB1-JP029,399,3,2023-08-04 17:57:34,2,,近半年無銷售記錄
萬隆達*遊戲王 RC04-JP028 捕食植物 豹皮花龍 (25th金鑽)搜:VJMP-JP124 DP22-JP053,599,2,2023-11-19 16:30:59,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP078 影依的偽典 (斜鑽) 初期傷*微白邊 搜:ROTD-JP076,69,2,2023-08-04 17:51:53,3,1,2024-04-16 22:48:44
萬隆達* 遊戲王 RC04-JP077 教導 懲戒 (斜鑽) 初期傷*微白邊 搜:ROTD-JP070,119,3,2024-04-07 19:48:12,6,1,2023-11-09 22:19:15
萬隆達* 遊戲王 RC04-JP069 魔導師的救助 (斜鑽) 初期傷*微白邊 搜:WPP2-JP062,129,3,2024-04-07 20:09:19,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP080 鐵獸的抗戰 (斜鑽) 初期傷*微白邊 搜:PHRA-JP070,79,3,2023-08-04 17:27:26,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP073 次元障壁 (斜鑽) 初期傷*微白邊 搜:INOV-JP078,229,3,2024-01-13 16:29:07,5,2,2023-12-20 02:28:09
萬隆達* 遊戲王 RC04-JP060 強欲而金滿之壺 (斜鑽) 初期傷*微白邊 搜:SAST-JP067,139,3,2024-04-07 20:04:16,6,1,2024-02-20 11:04:06
萬隆達* 遊戲王 RC04-JP053 名推理 (斜鑽) 初期傷*微白邊 搜:SR12-JP029 SD33-JP028,69,1,2024-04-07 20:16:56,5,3,2024-04-28 18:18:36
萬隆達* 遊戲王 RC04-JP062 閃電風暴 (斜鑽) 初期傷*微白邊 搜:IGAS-JP067,179,2,2023-06-06 19:24:37,4,1,2023-11-04 21:36:14
萬隆達* 遊戲王 RC04-JP072 冰結界 (斜鑽) 初期傷*微白邊 搜:AC01-JP013,59,1,2023-10-16 13:00:21,3,1,2023-12-05 23:27:00
萬隆達* 遊戲王 RC04-JP071 召喚限制器 (斜鑽) 初期傷*微白邊 搜:LODT-JP079,99,2,2024-05-01 21:34:02,6,2,2024-04-10 00:31:38
萬隆達* 遊戲王 RC04-JP079 天龍雪獄 (斜鑽) 初期傷*微白邊 搜:ROTD-JP079,69,2,2023-12-19 18:51:17,3,1,2024-04-11 22:43:02
萬隆達* 遊戲王 RC04-JP067 金滿的謙虛之壺 (斜鑽) 初期傷*微白邊 搜:BLVO-JP065,179,3,2024-04-07 20:20:19,4,1,2023-11-07 22:52:04
萬隆達* 遊戲王 RC04-JP076 無限泡影 (斜鑽) 初期傷*微白邊 搜:FLOD-JP077,499,2,2024-04-07 16:29:12,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP063 天底的使徒 (斜鑽) 初期傷*微白邊 搜:ROTD-JP052,199,2,2024-04-07 19:53:28,25,1,2024-03-10 16:09:13
萬隆達* 遊戲王 RC04-JP001 溶岩魔神 (25th金鑽) 搜:GDB1-JP063 SDM-014,849,1,2023-12-08 12:35:46,2,1,2023-11-03 06:34:36
萬隆達* 遊戲王 RC04-JP056 儀式的下準備 (斜鑽) 初期傷*微白邊 搜: SHVI-JP065,109,3,2024-04-07 20:00:55,4,2,2024-02-20 11:04:06
萬隆達* 遊戲王 RC04-JP066 混沌領域 (斜鑽) 初期傷*微白邊 搜: WPP1-JP014,129,3,2024-04-07 19:58:04,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP074 神鷹的羽毛吹雪 (斜鑽) 初期傷*微白邊 搜:19SP-JP510,89,2,2024-04-07 20:07:46,7,1,2024-05-05 20:12:45
萬隆達* 遊戲王 RC04-JP068 小小世界 微小世界 (斜鑽) 初期傷*微白邊 搜:BODE-JP069,179,1,2023-10-17 12:48:14,11,2,2024-04-01 02:49:38
萬隆達* 遊戲王 RC04-JP005 增殖的G (25th金鑽) 搜:SD45-JP014 RC03-JP004,4490,2,2024-04-07 16:11:36,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP059 圓融魔術 (斜鑽) 初期傷*微白邊 搜:VB20-JP002,79,3,2023-06-06 20:14:38,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP055 魔導書的神判 審判 (斜鑽) 初期傷*微白邊 搜:LTGY-JP063,45,2,2024-04-07 19:55:13,6,2,2024-01-13 03:20:46
萬隆達* 遊戲王 RC04-JP065 禁忌的一滴 (斜鑽) 初期傷*微白邊 搜:ROTD-JP065,239,1,2024-04-07 20:06:46,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP075 拮抗勝負 (斜鑽) 初期傷*微白邊 搜:CIBR-JP077,239,2,2024-04-07 20:08:27,6,2,2024-01-02 10:39:04
萬隆達* 遊戲王 RC04-JP061 冥王結界波 (斜鑽) 初期傷*微白邊 搜:EP19-JP068,169,3,2024-04-07 20:11:34,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP058 墓穴的指名者 (斜鑽) 初期傷*微白邊 搜: SR11-JP033,329,1,2024-04-07 19:54:36,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP064 三戰之才 (斜鑽) 初期傷*微白邊 搜:ROTD-JP062,199,2,2024-04-07 20:03:46,4,1,2023-12-20 02:28:09
萬隆達* 遊戲王 RC04-JP057 強欲而貪欲之壺 (斜鑽) 初期傷*微白邊 搜:SD38-JP029,149,3,2024-04-07 20:16:54,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP070 強制脫出裝置 (斜鑽) 初期傷*微白邊 搜:DBTM-JP044,89,3,2024-04-07 20:12:50,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP035 鮮花女爵 (斜鑽) 初期傷*微白邊 搜:DP25-JP023,199,2,2024-04-07 19:54:19,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP023 獸王阿爾法 (斜鑽) 初期傷*微白邊 搜:PHRA-JP023,109,3,2023-06-06 19:51:41,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP052 增援 (斜鑽) 初期傷*微白邊 搜:DBAD-JP039 SD42-JP034,109,3,2024-04-07 19:56:12,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP036 掃興書呆魔術師 (斜鑽) 初期傷*微白邊 搜:LVAL-JP057,129,2,2024-04-07 19:51:28,4,1,2023-11-07 22:52:04
萬隆達* 遊戲王 RC04-JP033 廢品高速者 (斜鑽) 初期傷*微白邊 搜:20TH-JPB14,89,3,2024-04-07 19:50:32,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP051 心變 變心 (斜鑽) 初期傷*微白邊 搜:BE01-JP141,199,2,2023-08-04 17:21:58,4,1,2023-11-08 08:26:37
萬隆達* 遊戲王 RC04-JP030 神・史萊姆 (斜鑽) 初期傷*微白邊 搜:DP24-JP001,119,3,2023-11-19 16:16:05,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP038 銀河眼FA光子龍 (斜鑽) 初期傷*微白邊 搜:VB17-JP002,119,1,2024-04-07 19:49:27,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP048 神聖魔皇后 塞勒涅 (斜鑽) 初期傷*微白邊 搜:LVP3-JP036,149,3,2024-04-07 20:21:53,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP050 聖魔的乙女 阿爾提密斯 (斜鑽) 初期傷*微白邊 搜:DBGI-JP008,199111,1,2024-02-17 12:16:22,7,1,2024-02-17 00:57:10
萬隆達* 遊戲王 RC04-JP022 阿不思的落胤 (斜鑽) 初期傷*微白邊 搜:ROTD-JP011,149,2,2024-03-18 21:23:52,9,2,2024-03-09 21:51:58
萬隆達* 遊戲王 RC04-JP047 撞針龍 擊鐵龍 (斜鑽) 初期傷*微白邊 搜:VJMP-JP165,89,3,2024-04-07 20:28:34,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP044 夢幻界 獨角獸 (斜鑽) 初期傷*微白邊 搜: FLOD-JP047,119,3,2024-04-07 19:48:06,8,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP031 上古妖精龍 (斜鑽) 初期傷*微白邊 搜:ANPR-JP040,129,3,2024-04-07 19:53:12,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP037 鬼計惰天使 (斜鑽) 初期傷*微白邊 搜:NECH-JP090,89,3,2024-04-07 19:55:46,6,3,2023-12-19 16:53:20
萬隆達* 遊戲王 RC04-JP040 No.100 源數龍 (斜鑽) 初期傷*微白邊 搜:CPF1-JP021,79,2,2023-06-06 20:20:53,4,1,2024-05-01 21:47:30
萬隆達* 遊戲王 RC04-JP021 教導的聖女 艾克莉西亞 (斜鑽) 初期傷*微白邊 搜:ROTD-JP005,389,1,2024-04-16 20:47:31,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP043 彼岸的黑天使 基路伯 (斜鑽) 初期傷*微白邊 搜:LVP1-JP081,79,1,2023-06-06 20:20:23,6,1,2023-12-20 02:28:09
萬隆達* 遊戲王 RC04-JP026 M.HERO 闇爪 (斜鑽) 初期傷*微白邊 搜:SD27-JP044,129,1,2024-04-26 17:56:04,13,1,2024-04-22 03:47:44
萬隆達* 遊戲王 RC04-JP041 宵星的機神 丁吉爾蘇 (斜鑽) 初期傷*微白邊 搜:DANE-JP038,179,1,2024-01-07 18:41:39,5,1,2024-04-03 15:47:41
萬隆達* 遊戲王 RC04-JP028 捕食植物 豹皮花龍 (斜鑽) 初期傷*微白邊 搜:VJMP-JP124,119,2,2023-10-25 18:14:40,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP046 代碼通訊者反相型態 (斜鑽) 初期傷*微白邊 搜:VB21-JP001,89,1,2024-04-07 20:25:18,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP034 槍管裝填野性龍 (斜鑽) 初期傷*微白邊 搜:SAST-JP037,159,1,2024-04-07 19:59:18,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP054 化石調查 (斜鑽) 初期傷*微白邊搜:21TP-JP411 18SP-JP409,99,3,2023-08-04 17:22:24,2,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP049 解碼語者 火熱之魂 (斜鑽) 初期傷*微白邊 搜:LGB1-JP041,99999,1,2023-11-04 16:01:05,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP039 真紅眼的鋼炎龍 (斜鑽) 初期傷*微白邊 搜:CORE-JP054,109,3,2023-06-06 19:50:20,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP045 雙穹的騎士 阿斯特拉姆 (斜鑽) 初期傷*微白邊 搜:DANE-JP047,149,1,2023-08-04 17:54:52,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP027 舊神 努茨 (斜鑽) 初期傷*微白邊 搜:EP15-JP033 RC02-JP0,139,2,2023-11-10 16:54:13,6,1,2023-11-12 05:03:26
萬隆達* 遊戲王 RC04-JP032 虹光之宣告者 (斜鑽) 初期傷*微白邊 搜:NECH-JP052,119,3,2023-08-04 17:56:05,7,1,2023-11-12 05:03:26
萬隆達* 遊戲王 RC04-JP024 妖眼的相劍師 (斜鑽) 初期傷*微白邊 搜:DAMA-JP009,119,3,2024-04-07 20:01:32,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP071 召喚限制器(雕鑽)初期傷*微白邊 搜:DS13-JPD38 LODT-JP079,49,1,2024-05-05 14:11:26,19,3,2024-05-05 13:19:05
萬隆達* 遊戲王 RC04-JP042 時間潛行者 錶盤修復師 (斜鑽) 初期傷*微白邊 搜:EP19-JP041,99,1,2023-11-11 20:40:26,8,1,2024-04-27 15:38:56
萬隆達* 遊戲王 RC04-JP080 鐵獸的抗戰 (雕鑽) 初期傷*微白邊 搜:PHRA-JP070,25,3,2024-04-07 20:55:43,7,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP017 深淵的青眼龍 (斜鑽) 初期傷*微白邊 搜: LGB1-JP005,109,3,2024-04-09 21:22:16,10,1,2024-04-07 10:47:33
萬隆達* 遊戲王 RC04-JP016 原始生命態 尼比魯 隕石 (斜鑽) 初期傷*微白邊 搜:EP19-JP067,299,3,2024-03-27 21:11:58,6,2,2024-01-30 23:57:55
萬隆達* 遊戲王 RC04-JP009 灰流麗 (斜鑽) 初期傷*微白邊 搜:SD44-JP014 PAC1-JP016,790,1,2024-04-07 20:47:37,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP025 電子天使-弁天- (斜鑽) 初期傷*微白邊 搜:DBGI-JP040,79,2,2023-06-06 20:22:41,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP079 天龍雪獄 (雕鑽) 初期傷*微白邊 搜:ROTD-JP079,29,3,2024-04-07 20:57:04,8,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP005 增殖的G (斜鑽) 初期傷*微白邊 搜:SD45-JP014 RC03-JP00,769,1,2024-04-07 20:37:13,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP008 太陽神翼神龍之球體形 (斜鑽) 初期傷*微白邊 搜:RC02-JP006,199,2,2024-04-07 20:42:18,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP006 從魔界發往現世的死亡導遊 (斜鑽) 初期傷*微白邊 搜: PAC1-JP019,69,1,2024-04-07 20:33:00,3,1,2023-12-11 22:07:23
萬隆達* 遊戲王 RC04-JP018 銀河眼的殘光龍 (斜鑽) 初期傷*微白邊 搜:LGB1-JP029,99,3,2023-11-19 16:12:51,4,1,2024-04-13 13:36:24
萬隆達* 遊戲王 RC04-JP019 風靈媒師 薇因 (斜鑽) 初期傷*微白邊 搜:VJMP-JP173,199,2,2024-04-07 20:09:04,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP010 妖精傳姬-竹取公主 (斜鑽) 初期傷*微白邊 搜:SD39-JP013,119,3,2024-04-07 20:39:22,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP012 屋敷童 (斜鑽) 初期傷*微白邊 搜:SD44-JP015 PAC1-JP017,229,2,2024-04-07 20:06:07,5,1,2023-11-04 21:36:14
萬隆達* 遊戲王 RC04-JP007 聖遺物-命運之槍 (斜鑽) 初期傷*微白邊 搜DUEA-JP034 LVP3-J,169333,1,2023-06-16 11:02:24,4,,近半年無銷售記錄
